From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (cellular component)	Pathway	Intramembrane	Subcellular location [CC]	Transmembrane	Topological domain
WP_002900409.1	F0FRD0	unreviewed	F0FRD0_STRSA	Gram-positive signal peptide protein, YSIRK family	HMPREF9392_1227	Streptococcus sanguinis SK678	542	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 518..536; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900541.1	A0A3R9I594	unreviewed	A0A3R9I594_STRSA	Cingulin	D8875_08255	Streptococcus sanguinis	103										
WP_002900542.1	A0A3R9GTN4	unreviewed	A0A3R9GTN4_STRSA	Uncharacterized protein	D8875_08260 D8882_06785	Streptococcus sanguinis	103										
WP_002900542.1	F3UY76	unreviewed	F3UY76_STRSA	Uncharacterized protein	HMPREF9380_1465	Streptococcus sanguinis SK49	103										
WP_002900542.1	F0IUE5	unreviewed	F0IUE5_STRSA	Uncharacterized protein	HMPREF9384_1457	Streptococcus sanguinis SK160	103										
WP_002900542.1	F2CDN6	unreviewed	F2CDN6_STRSA	Uncharacterized protein	HMPREF9391_0902	Streptococcus sanguinis SK408	103										
WP_002900558.1	F0FQY4	unreviewed	F0FQY4_STRSA	Oxidoreductase, short chain dehydrogenase/reductase family protein	HMPREF9392_1081	Streptococcus sanguinis SK678	271										
WP_002900559.1	A0A2X4D832	unreviewed	A0A2X4D832_STRSA	Quaternary ammonium compound-resistance protein QacC (Small multidrug resistance protein)	qacC D8875_08345 NCTC11086_01447	Streptococcus sanguinis	108	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003942}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003942}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 5..24; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 30..51; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 58..79; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 85..103; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900559.1	F0IN01	unreviewed	F0IN01_STRSA	DMT superfamily drug/metabolite transporter	emrE HMPREF9383_1504	Streptococcus sanguinis SK150	108	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003942}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003942}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 5..24; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 30..51; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 58..79; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 85..103; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900559.1	F0FQY3	unreviewed	F0FQY3_STRSA	Multidrug resistance protein, SMR family	emrE HMPREF9392_1080	Streptococcus sanguinis SK678	108	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		GO:0005886; GO:0022857	transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU003942}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU003942}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 5..24; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 30..51; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 58..79; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 85..103; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002900560.1	A0A3R9I5A4	unreviewed	A0A3R9I5A4_STRSA	HTH-type transcriptional regulator ImmR	immR_2 D8875_08350	Streptococcus sanguinis	94	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002900560.1	F0FQY2	unreviewed	F0FQY2_STRSA	DNA-binding helix-turn-helix protein	ydcN HMPREF9392_1079	Streptococcus sanguinis SK678	94	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_002900560.1	F3UA86	unreviewed	F3UA86_STRSA	XRE family transcriptional regulator	ydcN HMPREF9393_0895	Streptococcus sanguinis SK1056	94	DNA binding [GO:0003677]		GO:0003677	DNA binding [GO:0003677]						
WP_032909939.1	A0A3R9H528	unreviewed	A0A3R9H528_STRSA	PTS sorbitol transporter subunit IIA (PTS system glucitol/sorbitol-specific transporter subunit IIA)	D8870_01860 FFV08_01120	Streptococcus sanguinis	123	cytoplasm [GO:0005737]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0005737; GO:0008982; GO:0009401	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	cytoplasm [GO:0005737]					
WP_002916654.1	A0A3R9IGD4	unreviewed	A0A3R9IGD4_STRSA	Glucitol/sorbitol-specific phosphotransferase enzyme IIB component (PTS sorbitol transporter subunit IIB)	srlE D8870_01855 FFV08_01115	Streptococcus sanguinis	326	membrane [GO:0016020]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0016020	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	membrane [GO:0016020]				TRANSMEM 179..198; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 218..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002916654.1	F2C9I6	unreviewed	F2C9I6_STRSA	PTS family glucitol/sorbitol porter, IIB component (EC 2.7.1.69)	srlE HMPREF9386_1829	Streptococcus sanguinis SK330	326	membrane [GO:0016020]; D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0008982; GO:0009401; GO:0016020; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]; protein-N(PI)-phosphohistidine-sugar phosphotransferase activity [GO:0008982]	membrane [GO:0016020]				TRANSMEM 179..198; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 218..237; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899205.1	A0A428AYJ2	unreviewed	A0A428AYJ2_STRSA	Glucitol/sorbitol permease IIC component (PTS glucitol/sorbitol transporter subunit IIC)	srlA D8870_01850 D8875_00140 FFV08_01110	Streptococcus sanguinis	180	membrane [GO:0016020]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0009401; GO:0016020		membrane [GO:0016020]				TRANSMEM 22..47; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 68..90; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 145..168; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899205.1	F2C9I7	unreviewed	F2C9I7_STRSA	PTS family glucitol/sorbitol porter, IIC component (EC 2.7.1.69)	srlA HMPREF9386_1830	Streptococcus sanguinis SK330	180	membrane [GO:0016020]; D-glucosamine PTS permease activity [GO:0103111]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0009401; GO:0016020; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]	membrane [GO:0016020]				TRANSMEM 22..47; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 68..90; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 145..168; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899205.1	F0FH63	unreviewed	F0FH63_STRSA	PTS system, glucitol/sorbitol-specific, IIC component (EC 2.7.1.69)	srlA HMPREF9388_2046	Streptococcus sanguinis SK353	180	membrane [GO:0016020]; D-glucosamine PTS permease activity [GO:0103111]; phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	phosphoenolpyruvate-dependent sugar phosphotransferase system [GO:0009401]	GO:0009401; GO:0016020; GO:0103111	D-glucosamine PTS permease activity [GO:0103111]	membrane [GO:0016020]				TRANSMEM 22..47; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 68..90; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 145..168; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899206.1	A0A428AKJ8	unreviewed	A0A428AKJ8_STRSA	DNA-binding transcriptional activator GutM	D8870_01845 D8875_00145	Streptococcus sanguinis	165	membrane [GO:0016020]; DNA binding [GO:0003677]		GO:0003677; GO:0016020	DNA binding [GO:0003677]	membrane [GO:0016020]				TRANSMEM 6..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899206.1	F2C9I8	unreviewed	F2C9I8_STRSA	Sorbitol operon activator	srlR HMPREF9386_1831	Streptococcus sanguinis SK330	165	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 6..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002899206.1	F0FH64	unreviewed	F0FH64_STRSA	Glucitol operon activator protein (GutM)	HMPREF9388_2047	Streptococcus sanguinis SK353	165	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 6..23; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002916657.1	A0A428AYJ1	unreviewed	A0A428AYJ1_STRSA	3-oxoacyl-[acyl-carrier-protein] reductase FabG (EC 1.1.1.100) (SDR family oxidoreductase)	fabG_1 D8870_01835 FFV08_01095	Streptococcus sanguinis	266	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]		GO:0004316	3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]						
WP_002916657.1	F2C9J0	unreviewed	F2C9J0_STRSA	Short chain dehydrogenase/reductase family oxidoreductase (EC 1.1.1.140)	HMPREF9386_1833	Streptococcus sanguinis SK330	266	sorbitol-6-phosphate 2-dehydrogenase activity [GO:0009010]		GO:0009010	sorbitol-6-phosphate 2-dehydrogenase activity [GO:0009010]						
WP_002916659.1	A0A3R9HL86	unreviewed	A0A3R9HL86_STRSA	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi D8870_01830 FFV08_01090	Streptococcus sanguinis	449	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; carbohydrate derivative metabolic process [GO:1901135]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	carbohydrate derivative metabolic process [GO:1901135]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	GO:0004347; GO:0005737; GO:0006094; GO:0006096; GO:0097367; GO:1901135	carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]	cytoplasm [GO:0005737]	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|HAMAP-Rule:MF_00473}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000256|ARBA:ARBA00004926, ECO:0000256|HAMAP-Rule:MF_00473, ECO:0000256|RuleBase:RU000612}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00473}.		
WP_002916659.1	F2C9J1	unreviewed	F2C9J1_STRSA	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	pgi HMPREF9386_1834	Streptococcus sanguinis SK330	449	cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]; carbohydrate derivative metabolic process [GO:1901135]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	carbohydrate derivative metabolic process [GO:1901135]; gluconeogenesis [GO:0006094]; glycolytic process [GO:0006096]	GO:0004347; GO:0005737; GO:0006094; GO:0006096; GO:0097367; GO:1901135	carbohydrate derivative binding [GO:0097367]; glucose-6-phosphate isomerase activity [GO:0004347]	cytoplasm [GO:0005737]	PATHWAY: Carbohydrate biosynthesis; gluconeogenesis. {ECO:0000256|HAMAP-Rule:MF_00473}.; PATHWAY: Carbohydrate degradation; glycolysis; D-glyceraldehyde 3-phosphate and glycerone phosphate from D-glucose: step 2/4. {ECO:0000256|ARBA:ARBA00004926, ECO:0000256|HAMAP-Rule:MF_00473, ECO:0000256|RuleBase:RU000612}.		SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00473}.		
WP_002901342.1	F0FUV0	unreviewed	F0FUV0_STRSA	DnaJ domain protein	HMPREF9392_1959	Streptococcus sanguinis SK678	886	membrane [GO:0016020]; DNA replication [GO:0006260]	DNA replication [GO:0006260]	GO:0006260; GO:0016020		membrane [GO:0016020]				TRANSMEM 608..625; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 645..663; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 698..716; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 722..745; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 757..778; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 820..843; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 863..882; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901343.1	F0FUV1	unreviewed	F0FUV1_STRSA	Chaperone protein DnaK (Chaperone protein dnaK) (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	hscC HMPREF9392_1960	Streptococcus sanguinis SK678	554	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]		GO:0005524; GO:0140662	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]						
WP_002901455.1	A0A0F5MKP7	unreviewed	A0A0F5MKP7_STRGN	ATPase (EC 3.6.3.10)	A6J85_02415 DW726_08050 NCTC7870_00334 RN86_01585	Streptococcus gordonii	123	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002901455.1	A0A428B8W6	unreviewed	A0A428B8W6_STRSL	EfeO-type cupredoxin-like domain-containing protein	D8867_01195	Streptococcus salivarius	123										
WP_002901455.1	A0A3R9GBU2	unreviewed	A0A3R9GBU2_STRSA	EfeO-type cupredoxin-like domain-containing protein	D8885_03070 D8887_05685	Streptococcus sanguinis	123										
WP_002901455.1	A0A930S3C3	unreviewed	A0A930S3C3_STRSP	Cupredoxin domain-containing protein	HXP01_05425 JTJ15_10570	Streptococcus sp	123										
WP_002901455.1	A0A414CMU9	unreviewed	A0A414CMU9_STRPA	ATPase	DW820_04390 GMC75_00415	Streptococcus parasanguinis	123										
WP_002901455.1	E9DMK5	unreviewed	E9DMK5_9STRE	EfeO-type cupredoxin-like domain-containing protein	HMPREF0848_00716	Streptococcus sp. C150	123										
WP_002901455.1	F0I9D0	unreviewed	F0I9D0_STRSA	Copper-translocating P-type ATPase (EC 3.6.3.10)	HMPREF9382_1414	Streptococcus sanguinis SK115	123	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002901455.1	F2CFZ2	unreviewed	F2CFZ2_STRSA	Copper-translocating P-type ATPase (EC 3.6.3.10)	HMPREF9391_1569	Streptococcus sanguinis SK408	123	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002901455.1	F0FV30	unreviewed	F0FV30_STRSA	EfeO-type cupredoxin-like domain-containing protein	HMPREF9392_2039	Streptococcus sanguinis SK678	123										
WP_002901455.1	F2BUI8	unreviewed	F2BUI8_STRSA	Copper-translocating P-type ATPase (EC 3.6.3.10)	HMPREF9394_2090	Streptococcus sanguinis SK1057	123	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002901455.1	F3SJT6	unreviewed	F3SJT6_STRSA	Copper-translocating P-type ATPase (EC 3.6.3.10)	HMPREF9397_1408	Streptococcus sanguinis SK1087	123	hydrolase activity [GO:0016787]		GO:0016787	hydrolase activity [GO:0016787]						
WP_002901455.1	F9HG90	unreviewed	F9HG90_9STRE	EfeO-type cupredoxin-like domain-containing protein	HMPREF9182_1616	Streptococcus sp. oral taxon 056 str. F0418	123										
WP_002901456.1	A0A2X3YMZ9	unreviewed	A0A2X3YMZ9_STRSA	COPAB ATPases metal-fist type repressor (CopY/TcrY family copper transport repressor)	copY_1 FKX92_08060 NCTC11086_01980	Streptococcus sanguinis	131	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]	GO:0003677; GO:0045892	DNA binding [GO:0003677]						
WP_002901456.1	F0I9D1	unreviewed	F0I9D1_STRSA	Transcriptional repressor CopY	copY HMPREF9382_1415	Streptococcus sanguinis SK115	131	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]	GO:0003677; GO:0045892	DNA binding [GO:0003677]						
WP_002901456.1	F0IQ08	unreviewed	F0IQ08_STRSA	Transcriptional repressor CopY	copY2 HMPREF9383_2084	Streptococcus sanguinis SK150	131	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]	GO:0003677; GO:0045892	DNA binding [GO:0003677]						
WP_002901456.1	F2BUI9	unreviewed	F2BUI9_STRSA	Transcriptional repressor CopY	copY HMPREF9394_2091	Streptococcus sanguinis SK1057	131	DNA binding [GO:0003677]; negative regulation of DNA-templated transcription [GO:0045892]	negative regulation of DNA-templated transcription [GO:0045892]	GO:0003677; GO:0045892	DNA binding [GO:0003677]						
WP_002901580.1	A0A3P1S9L1	unreviewed	A0A3P1S9L1_STRSA	AraC family transcriptional regulator	EII39_00165	Streptococcus sanguinis	326	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]		GO:0003700; GO:0043565	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]						
WP_002901580.1	F3UZS9	unreviewed	F3UZS9_STRSA	Transcriptional regulator	yneE HMPREF9380_2019	Streptococcus sanguinis SK49	326	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]		GO:0003700; GO:0043565	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]						
WP_002901581.1	A0A3P1SAP8	unreviewed	A0A3P1SAP8_STRSA	Oxidoreductase	EII39_00160	Streptococcus sanguinis	275										
WP_002901581.1	F3UZT0	unreviewed	F3UZT0_STRSA	Short chain dehydrogenase (EC 1.1.1.-)	yneD HMPREF9380_2020	Streptococcus sanguinis SK49	275	oxidoreductase activity [GO:0016491]		GO:0016491	oxidoreductase activity [GO:0016491]						
WP_002900493.1	A0A2X3VUE0	unreviewed	A0A2X3VUE0_STRSA	DUF1934 domain-containing protein	NCTC11085_01013	Streptococcus sanguinis	119										
WP_002900495.1	A0A2X3XIU0	unreviewed	A0A2X3XIU0_STRSA	Uncharacterized protein	NCTC11085_01012	Streptococcus sanguinis	166										
WP_002900496.1	A0A2X3XG29	unreviewed	A0A2X3XG29_STRSA	Bacillus transposase protein	NCTC11085_01011	Streptococcus sanguinis	659										
WP_002900497.1	A0A2X3V055	unreviewed	A0A2X3V055_STRSA	Cingulin	NCTC11085_01010	Streptococcus sanguinis	119										
WP_032908186.1	A0A2X3VFS4	unreviewed	A0A2X3VFS4_STRSA	TIGR04197 family type VII secretion effector	NCTC11085_01009	Streptococcus sanguinis	90										
WP_002900218.1	A0A2X3VGM5	unreviewed	A0A2X3VGM5_STRSA	Imm-5-like domain-containing protein	D8883_06845 FKX92_02665 NCTC11085_01275	Streptococcus sanguinis	183										
WP_002900219.1	A0A2X3V6K2	unreviewed	A0A2X3V6K2_STRSA	Ktr system potassium uptake protein B (Sodium transport family protein (EC 3.6.3.14))	ntpJ ktrB D8883_06850 NCTC11085_01274	Streptococcus sanguinis	449	membrane [GO:0016020]; hydrolase activity [GO:0016787]; monoatomic cation transmembrane transporter activity [GO:0008324]; metal ion transport [GO:0030001]	metal ion transport [GO:0030001]	GO:0008324; GO:0016020; GO:0016787; GO:0030001	hydrolase activity [GO:0016787]; monoatomic cation transmembrane transporter activity [GO:0008324]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 47..65; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 74..96; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 125..146; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 158..177; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 189..209; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 229..247; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 293..326; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 346..371; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 378..399; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 405..426; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_032908155.1	A0A2X3VN85	unreviewed	A0A2X3VN85_STRSA	Ktr system potassium uptake protein A (Trk family potassium uptake protein)	ktrA D8883_06855 NCTC11085_01273	Streptococcus sanguinis	221	monoatomic cation transmembrane transporter activity [GO:0008324]; potassium ion transport [GO:0006813]	potassium ion transport [GO:0006813]	GO:0006813; GO:0008324	monoatomic cation transmembrane transporter activity [GO:0008324]						
WP_002900222.1	A0A2X3VRH9	unreviewed	A0A2X3VRH9_STRSA	Acetyltransferase	D8883_06860 EII39_09940 FKX92_02680 NCTC11085_01272	Streptococcus sanguinis	173	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]		GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]						
WP_002900222.1	F0IVA9	unreviewed	F0IVA9_STRSA	N-acetyltransferase domain-containing protein	HMPREF9384_1771	Streptococcus sanguinis SK160	173	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]		GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]						
WP_002901159.1	F0FRG4	unreviewed	F0FRG4_STRSA	ABC transporter, ATP-binding protein (EC 3.6.3.-)	HMPREF9392_0597	Streptococcus sanguinis SK678	463	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]		GO:0005524; GO:0005886; GO:0016887; GO:0022857	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; transmembrane transporter activity [GO:0022857]	plasma membrane [GO:0005886]			SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004202}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004202}. Membrane {ECO:0000256|ARBA:ARBA00004170}; Peripheral membrane protein {ECO:0000256|ARBA:ARBA00004170}.		
WP_002901162.1	F0FRG2	unreviewed	F0FRG2_STRSA	TIGR02185 family protein	HMPREF9392_0595	Streptococcus sanguinis SK678	195	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]				TRANSMEM 12..34; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 40..56; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 63..79; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 85..101; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 113..132; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 163..185; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901163.1	F0FRG1	unreviewed	F0FRG1_STRSA	ABC transporter, ATP-binding protein	HMPREF9392_0594	Streptococcus sanguinis SK678	581	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		GO:0005524; GO:0016020; GO:0016887; GO:0140359	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 23..48; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 60..81; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 161..180; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 244..268; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 274..290; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901164.1	F0FRG0	unreviewed	F0FRG0_STRSA	ABC transporter, ATP-binding protein	HMPREF9392_0593	Streptococcus sanguinis SK678	580	membrane [GO:0016020]; ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		GO:0005524; GO:0016020; GO:0016887; GO:0140359	ABC-type transporter activity [GO:0140359]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	membrane [GO:0016020]			SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	TRANSMEM 20..41; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 61..85; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 146..174; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 248..267; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"; TRANSMEM 273..296; /note="Helical"; /evidence="ECO:0000256|SAM:Phobius"	
WP_002901166.1	F0FRF9	unreviewed	F0FRF9_STRSA	Transcriptional regulator, AraC family	HMPREF9392_0592	Streptococcus sanguinis SK678	336	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]		GO:0003700; GO:0043565	DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]						
