Accession	Begin	End	Chromosome	Name	Transcript name	Locus tag
S.sanguinisNZ_GL872311.1	1065727	1066920		bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ		HMPREF9390_RS05240
S.sanguinisNZ_GL872311.1	1066938	1067960		N-acetyl-gamma-glutamyl-phosphate reductase		HMPREF9390_RS05235
S.sanguinisNZ_GL872311.1	1068202	1070820		alanine--tRNA ligase		HMPREF9390_RS05230
S.sanguinisNZ_GL872311.1	1070859	1071440		LURP-one-related family protein		HMPREF9390_RS05225
S.sanguinisNZ_GL872311.1	1071581	1072588		peptidylprolyl isomerase PrsA		HMPREF9390_RS05220
S.sanguinisNZ_GL872311.1	1072702	1073385		O-methyltransferase		HMPREF9390_RS05215
S.sanguinisNZ_GL872311.1	1073387	1075189		oligoendopeptidase F		HMPREF9390_RS05210
S.sanguinisNZ_GL872311.1	1075225	1076169		competence protein CoiA family protein		HMPREF9390_RS05205
S.sanguinisNZ_GL872311.1	1076287	1077456		MFS transporter		HMPREF9390_RS05200
S.sanguinisNZ_GL872311.1	1077551	1078906		DUF1958 domain-containing protein		HMPREF9390_RS05195
S.sanguinisNZ_GL872311.1	1079057	1079764		glucosamine-6-phosphate deaminase		HMPREF9390_RS05190
S.sanguinisNZ_GL872311.1	1079899	1080078		hypothetical protein		HMPREF9390_RS11900
S.sanguinisNZ_GL872311.1	1080088	1081116		tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA		HMPREF9390_RS05185
S.sanguinisNZ_GL872311.1	1081133	1081603		arginine repressor		HMPREF9390_RS05180
S.sanguinisNZ_GL872311.1	1081731	1083068		dipeptidase		HMPREF9390_RS05175
S.sanguinisNZ_GL872311.1	1083090	1084601		YfcC family protein		HMPREF9390_RS05170
S.sanguinisNZ_GL872311.1	1084806	1085753		carbamate kinase		HMPREF9390_RS05165
S.sanguinisNZ_GL872311.1	1085920	1086936		ornithine carbamoyltransferase		HMPREF9390_RS05160
S.sanguinisNZ_GL872311.1	1086987	1088216		arginine deiminase		HMPREF9390_RS05155
S.sanguinisNZ_GL872311.1	1088506	1089192		Crp/Fnr family transcriptional regulator		HMPREF9390_RS05150
S.sanguinisNZ_GL872311.1	1089240	1089737		DUF1648 domain-containing protein		HMPREF9390_RS05145
S.sanguinisNZ_GL872311.1	1089724	1090005		autorepressor SdpR family transcription factor		HMPREF9390_RS05140
S.sanguinisNZ_GL872311.1	1089995	1090771		YhfC family glutamic-type intramembrane protease		HMPREF9390_RS05135
S.sanguinisNZ_GL872311.1	1090903	1092063		serine hydrolase		HMPREF9390_RS05130
S.sanguinisNZ_GL872311.1	1092118	1092723		superoxide dismutase SodA		HMPREF9390_RS05125
S.sanguinisNZ_GL872311.1	1092786	1093832		DNA polymerase III subunit delta		HMPREF9390_RS05120
S.sanguinisNZ_GL872311.1	1094084	1095211		DUF805 domain-containing protein		HMPREF9390_RS11420
S.sanguinisNZ_GL872311.1	1095340	1097580		DNA internalization-related competence protein ComEC/Rec2		HMPREF9390_RS05110
S.sanguinisNZ_GL872311.1	1097564	1098244		helix-hairpin-helix domain-containing protein		HMPREF9390_RS05105
S.sanguinisNZ_GL872311.1	1098392	1098940		HXXEE domain-containing protein		HMPREF9390_RS05100
S.sanguinisNZ_GL872311.1	1099013	1099753		1-acyl-sn-glycerol-3-phosphate acyltransferase		HMPREF9390_RS05095
S.sanguinisNZ_GL872311.1	1099911	1102250		cation-translocating P-type ATPase		HMPREF9390_RS05090
S.sanguinisNZ_GL872311.1	1102380	1103126		tRNA1(Val) (adenine(37)-N6)-methyltransferase		HMPREF9390_RS05085
S.sanguinisNZ_GL872311.1	1103116	1103379		GIY-YIG nuclease family protein		HMPREF9390_RS05080
S.sanguinisNZ_GL872311.1	1103372	1104238		DapH/DapD/GlmU-related protein		HMPREF9390_RS05075
S.sanguinisNZ_GL872311.1	1104284	1104817		isoprenylcysteine carboxyl methyltransferase family protein		HMPREF9390_RS05070
S.sanguinisNZ_GL872311.1	1105001	1105747		DeoR/GlpR family DNA-binding transcription regulator		HMPREF9390_RS05065
S.sanguinisNZ_GL872311.1	1106135	1107706		DEAD/DEAH box helicase		HMPREF9390_RS05060
S.sanguinisNZ_GL872311.1	1108064	1108462		hypothetical protein		HMPREF9390_RS05055
S.sanguinisNZ_GL872311.1	1108494	1109705		NADP-dependent isocitrate dehydrogenase		HMPREF9390_RS05050
S.sanguinisNZ_GL872311.1	1109692	1110810		citrate synthase		HMPREF9390_RS05045
S.sanguinisNZ_GL872311.1	1110813	1113476		aconitate hydratase AcnA		HMPREF9390_RS05040
S.sanguinisNZ_GL872311.1	1113685	1114593		magnesium transporter CorA family protein		HMPREF9390_RS05035
S.sanguinisNZ_GL872311.1	1114931	1116475		peptide chain release factor 3		HMPREF9390_RS05030
S.sanguinisNZ_GL872311.1	1117031	1117717		TIGR02206 family membrane protein		HMPREF9390_RS05020
S.sanguinisNZ_GL872311.1	1117736	1118422		TIGR02206 family membrane protein		HMPREF9390_RS05015
S.sanguinisNZ_GL872311.1	1118530	1119141		NUDIX hydrolase N-terminal domain-containing protein		HMPREF9390_RS05010
S.sanguinisNZ_GL872311.1	1119131	1120501		UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase		HMPREF9390_RS05005
S.sanguinisNZ_GL872311.1	1120577	1121623		D-alanine--D-alanine ligase		HMPREF9390_RS05000
S.sanguinisNZ_GL872311.1	1121842	1122438		recombination mediator RecR		HMPREF9390_RS04995
S.sanguinisNZ_GL872311.1	1122543	1124609		penicillin-binding protein PBP2B		HMPREF9390_RS04990
S.sanguinisNZ_GL872311.1	1124819	1125511		phosphoglycerate mutase		HMPREF9390_RS04985
S.sanguinisNZ_GL872311.1	1125661	1126407		hypothetical protein		HMPREF9390_RS04980
S.sanguinisNZ_GL872311.1	1126882	1127325		Fur family transcriptional regulator		HMPREF9390_RS04975
S.sanguinisNZ_GL872311.1	1127549	1130860		LPXTG-anchored SHIRT domain periscope protein		HMPREF9390_RS04970
S.sanguinisNZ_GL872311.1	1131193	1131468		HU family DNA-binding protein		HMPREF9390_RS04965
S.sanguinisNZ_GL872311.1	1131581	1132414		DegV family protein		HMPREF9390_RS04960
S.sanguinisNZ_GL872311.1	1132698	1133426		metallophosphoesterase		HMPREF9390_RS04955
S.sanguinisNZ_GL872311.1	1133479	1135137		DNA repair protein RecN		HMPREF9390_RS04950
S.sanguinisNZ_GL872311.1	1135146	1135577		arginine repressor		HMPREF9390_RS04945
S.sanguinisNZ_GL872311.1	1135570	1136385		TlyA family RNA methyltransferase		HMPREF9390_RS04940
S.sanguinisNZ_GL872311.1	1136378	1137253		polyprenyl synthetase family protein		HMPREF9390_RS04935
S.sanguinisNZ_GL872311.1	1137250	1137462		exodeoxyribonuclease VII small subunit		HMPREF9390_RS04930
S.sanguinisNZ_GL872311.1	1137440	1138780		exodeoxyribonuclease VII large subunit		HMPREF9390_RS04925
S.sanguinisNZ_GL872311.1	1138936	1139778		NAD(P)H-hydrate dehydratase		HMPREF9390_RS04920
S.sanguinisNZ_GL872311.1	1139886	1140659		HAD hydrolase family protein		HMPREF9390_RS04915
S.sanguinisNZ_GL872311.1	1140656	1141510		bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase		HMPREF9390_RS04910
S.sanguinisNZ_GL872311.1	1141700	1141930		DUF1797 family protein		HMPREF9390_RS04905
S.sanguinisNZ_GL872311.1	1142180	1144450		ATP-dependent Clp protease ATP-binding subunit		HMPREF9390_RS04900
S.sanguinisNZ_GL872311.1	1144499	1145113		GyrI-like domain-containing protein		HMPREF9390_RS04895
S.sanguinisNZ_GL872311.1	1145173	1146072		YafY family protein		HMPREF9390_RS04890
S.sanguinisNZ_GL872311.1	1146297	1146746		NUDIX hydrolase		HMPREF9390_RS04885
S.sanguinisNZ_GL872311.1	1146814	1147116		DUF1827 family protein		HMPREF9390_RS04880
S.sanguinisNZ_GL872311.1	1147142	1147576		GNAT family N-acetyltransferase		HMPREF9390_RS04875
S.sanguinisNZ_GL872311.1	1147599	1148054		MarR family transcriptional regulator		HMPREF9390_RS04870
S.sanguinisNZ_GL872311.1	1148183	1150975		isoleucine--tRNA ligase		HMPREF9390_RS04865
S.sanguinisNZ_GL872311.1	1151259	1152053		DivIVA domain-containing protein		HMPREF9390_RS04860
S.sanguinisNZ_GL872311.1	1152063	1152848		RNA-binding protein		HMPREF9390_RS04855
S.sanguinisNZ_GL872311.1	1152845	1153120		YggT family protein		HMPREF9390_RS04850
S.sanguinisNZ_GL872311.1	1153126	1153725		cell division protein SepF		HMPREF9390_RS04845
S.sanguinisNZ_GL872311.1	1153735	1154406		YggS family pyridoxal phosphate-dependent enzyme		HMPREF9390_RS04840
S.sanguinisNZ_GL872311.1	1154415	1155692		cell division protein FtsZ		HMPREF9390_RS04835
S.sanguinisNZ_GL872311.1	1155709	1157067		cell division protein FtsA		HMPREF9390_RS04830
S.sanguinisNZ_GL872311.1	1157189	1158400		FtsQ-type POTRA domain-containing protein		HMPREF9390_RS04825
S.sanguinisNZ_GL872311.1	1158397	1159467		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase		HMPREF9390_RS04820
S.sanguinisNZ_GL872311.1	1159469	1160821		UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase		HMPREF9390_RS04815
S.sanguinisNZ_GL872311.1	1161052	1161321		DUF3165 family protein		HMPREF9390_RS04810
S.sanguinisNZ_GL872311.1	1161345	1163192		translational GTPase TypA		HMPREF9390_RS04805
S.sanguinisNZ_GL872311.1	1163373	1164098		16S rRNA pseudouridine(516) synthase		HMPREF9390_RS04800
S.sanguinisNZ_GL872311.1	1164131	1164370		DUF4190 domain-containing protein		HMPREF9390_RS04795
S.sanguinisNZ_GL872311.1	1164460	1164840		rhodanese-like domain-containing protein		HMPREF9390_RS04790
S.sanguinisNZ_GL872311.1	1164842	1165060		YqgQ family protein		HMPREF9390_RS04785
S.sanguinisNZ_GL872311.1	1165152	1165667		DNA starvation/stationary phase protection protein		HMPREF9390_RS04780
S.sanguinisNZ_GL872311.1	1165834	1166496		A24 family peptidase		HMPREF9390_RS04775
S.sanguinisNZ_GL872311.1	1166465	1167244		tryptophan synthase subunit alpha		HMPREF9390_RS04770
S.sanguinisNZ_GL872311.1	1167237	1168460		tryptophan synthase subunit beta		HMPREF9390_RS04765
S.sanguinisNZ_GL872311.1	1168450	1169037		phosphoribosylanthranilate isomerase		HMPREF9390_RS04760
S.sanguinisNZ_GL872311.1	1169024	1169791		indole-3-glycerol phosphate synthase TrpC		HMPREF9390_RS04755
S.sanguinisNZ_GL872311.1	1169788	1170792		anthranilate phosphoribosyltransferase		HMPREF9390_RS04750
S.sanguinisNZ_GL872311.1	1170803	1171366		aminodeoxychorismate/anthranilate synthase component II		HMPREF9390_RS04745
S.sanguinisNZ_GL872311.1	1171363	1172721		anthranilate synthase component I		HMPREF9390_RS04740
S.sanguinisNZ_GL872311.1	1173125	1174306		tryptophan synthase subunit beta		HMPREF9390_RS04735
S.sanguinisNZ_GL872311.1	1174675	1175214		VanZ family protein		HMPREF9390_RS04730
S.sanguinisNZ_GL872311.1	1175201	1176289		23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN		HMPREF9390_RS04725
S.sanguinisNZ_GL872311.1	1176286	1176867		DUF1027 domain-containing protein		HMPREF9390_RS04720
S.sanguinisNZ_GL872311.1	1177049	1178092		PDZ domain-containing protein		HMPREF9390_RS04715
S.sanguinisNZ_GL872311.1	1178079	1178573		pantetheine-phosphate adenylyltransferase		HMPREF9390_RS04710
S.sanguinisNZ_GL872311.1	1178563	1179111		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD		HMPREF9390_RS04705
S.sanguinisNZ_GL872311.1	1179181	1179669		YcxB family protein		HMPREF9390_RS04700
S.sanguinisNZ_GL872311.1	1179812	1180489		XRE family transcriptional regulator		HMPREF9390_RS04695
S.sanguinisNZ_GL872311.1	1180494	1181909		Y-family DNA polymerase		HMPREF9390_RS04690
S.sanguinisNZ_GL872311.1	1181906	1182280		hypothetical protein		HMPREF9390_RS04685
S.sanguinisNZ_GL872311.1	1182258	1182551		DUF5960 family protein		HMPREF9390_RS04680
S.sanguinisNZ_GL872311.1	1182857	1183387		DUF177 domain-containing protein		HMPREF9390_RS04675
S.sanguinisNZ_GL872311.1	1183487	1184356		Rgg/GadR/MutR family transcriptional regulator		HMPREF9390_RS04670
S.sanguinisNZ_GL872311.1	1184708	1185949		hypothetical protein		HMPREF9390_RS04665
S.sanguinisNZ_GL872311.1	1186081	1190808		KxYKxGKxW signal peptide domain-containing protein		HMPREF9390_RS04660
S.sanguinisNZ_GL872311.1	1190878	1191759		Rgg/GadR/MutR family transcriptional regulator		HMPREF9390_RS04655
S.sanguinisNZ_GL872311.1	1192215	1193594		ABC transporter permease		HMPREF9390_RS04650
S.sanguinisNZ_GL872311.1	1193671	1194567		zinc metalloprotease HtpX		HMPREF9390_RS04645
S.sanguinisNZ_GL872311.1	1194569	1195138		LemA family protein		HMPREF9390_RS04640
S.sanguinisNZ_GL872311.1	1195292	1195909		TetR/AcrR family transcriptional regulator		HMPREF9390_RS04635
S.sanguinisNZ_GL872311.1	1195972	1197255		MFS transporter		HMPREF9390_RS04630
S.sanguinisNZ_GL872311.1	1197230	1199566		ABC transporter permease		HMPREF9390_RS04625
S.sanguinisNZ_GL872311.1	1199624	1200367		ABC transporter ATP-binding protein		HMPREF9390_RS04620
S.sanguinisNZ_GL872311.1	1200449	1201162		16S rRNA (guanine(527)-N(7))-methyltransferase RsmG		HMPREF9390_RS04615
S.sanguinisNZ_GL872311.1	1201264	1202253		hypothetical protein		HMPREF9390_RS04610
S.sanguinisNZ_GL872311.1	1202360	1203196		energy-coupling factor transporter transmembrane component T		HMPREF9390_RS04605
S.sanguinisNZ_GL872311.1	1203189	1204874		ABC transporter ATP-binding protein		HMPREF9390_RS04600
S.sanguinisNZ_GL872311.1	1204884	1205645		nucleoside phosphorylase		HMPREF9390_RS04595
S.sanguinisNZ_GL872311.1	1205865	1206125		SemiSWEET family transporter		HMPREF9390_RS04590
S.sanguinisNZ_GL872311.1	1206306	1207223		DUF4299 family protein		HMPREF9390_RS04585
S.sanguinisNZ_GL872311.1	1207517	1207876		TfoX/Sxy family protein		HMPREF9390_RS04575
S.sanguinisNZ_GL872311.1	1207886	1208299		VOC family protein		HMPREF9390_RS04570
S.sanguinisNZ_GL872311.1	1208356	1209159		AraC family transcriptional regulator		HMPREF9390_RS04565
S.sanguinisNZ_GL872311.1	1209378	1209686		putative quinol monooxygenase		HMPREF9390_RS04560
S.sanguinisNZ_GL872311.1	1209702	1210688		rhodanese-related sulfurtransferase		HMPREF9390_RS04555
S.sanguinisNZ_GL872311.1	1210826	1211317		hypothetical protein		HMPREF9390_RS04550
S.sanguinisNZ_GL872311.1	1211332	1211529		helix-turn-helix transcriptional regulator		HMPREF9390_RS04545
S.sanguinisNZ_GL872311.1	1211513	1211713		hypothetical protein		HMPREF9390_RS04540
S.sanguinisNZ_GL872311.1	1211849	1212391		ECF-type riboflavin transporter substrate-binding protein		HMPREF9390_RS04535
S.sanguinisNZ_GL872311.1	1212403	1213248		S-adenosyl-l-methionine hydroxide adenosyltransferase family protein		HMPREF9390_RS04530
S.sanguinisNZ_GL872311.1	1213280	1213873		MptD family putative ECF transporter S component		HMPREF9390_RS04525
S.sanguinisNZ_GL872311.1	1213890	1215272		M20/M25/M40 family metallo-hydrolase		HMPREF9390_RS04520
S.sanguinisNZ_GL872311.1	1215394	1216257		amino acid ABC transporter substrate-binding protein		HMPREF9390_RS04515
S.sanguinisNZ_GL872311.1	1216340	1217482		M20 peptidase aminoacylase family protein		HMPREF9390_RS04510
S.sanguinisNZ_GL872311.1	1217670	1218833		DUF4352 domain-containing protein		HMPREF9390_RS04505
S.sanguinisNZ_GL872311.1	1219144	1219860		YebC/PmpR family DNA-binding transcriptional regulator		HMPREF9390_RS04500
S.sanguinisNZ_GL872311.1	1220128	1220493		hypothetical protein		HMPREF9390_RS04495
S.sanguinisNZ_GL872311.1	1220492	1220644		hypothetical protein		HMPREF9390_RS11830
S.sanguinisNZ_GL872311.1	1220724	1221527		hypothetical protein		HMPREF9390_RS04490
S.sanguinisNZ_GL872311.1	1221733	1222827		nucleotidyltransferase		HMPREF9390_RS04485
S.sanguinisNZ_GL872311.1	1222829	1223563		class I SAM-dependent methyltransferase		HMPREF9390_RS04480
S.sanguinisNZ_GL872311.1	1223638	1224003		ribosome silencing factor		HMPREF9390_RS04475
S.sanguinisNZ_GL872311.1	1224013	1224516		cysteine hydrolase family protein		HMPREF9390_RS04470
S.sanguinisNZ_GL872311.1	1224513	1225112		bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK		HMPREF9390_RS04465
S.sanguinisNZ_GL872311.1	1225109	1225741		nicotinate-nucleotide adenylyltransferase		HMPREF9390_RS04460
S.sanguinisNZ_GL872311.1	1225770	1226081		ribosome assembly RNA-binding protein YhbY		HMPREF9390_RS04455
S.sanguinisNZ_GL872311.1	1226188	1227294		ribosome biogenesis GTPase YqeH		HMPREF9390_RS04450
S.sanguinisNZ_GL872311.1	1227297	1227824		YqeG family HAD IIIA-type phosphatase		HMPREF9390_RS04445
S.sanguinisNZ_GL872311.1	1228029	1228682		hypothetical protein		HMPREF9390_RS0111135
S.sanguinisNZ_GL872311.1	1228863	1229489		TVP38/TMEM64 family protein		HMPREF9390_RS04440
S.sanguinisNZ_GL872311.1	1229558	1229662		uncharacterized gene		HMPREF9390_RS11905
S.sanguinisNZ_GL872311.1	1229767	1230813		2,3-butanediol dehydrogenase		HMPREF9390_RS04435
S.sanguinisNZ_GL872311.1	1231041	1231334		hypothetical protein		HMPREF9390_RS04430
S.sanguinisNZ_GL872311.1	1231425	1232858		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB		HMPREF9390_RS04425
S.sanguinisNZ_GL872311.1	1232858	1234324		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA		HMPREF9390_RS04420
S.sanguinisNZ_GL872311.1	1234324	1234626		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC		HMPREF9390_RS04415
S.sanguinisNZ_GL872311.1	1234830	1236566		aspartate--tRNA ligase		HMPREF9390_RS04410
S.sanguinisNZ_GL872311.1	1236879	1237436		cysteine hydrolase		HMPREF9390_RS04405
S.sanguinisNZ_GL872311.1	1237436	1238224		GTP-sensing pleiotropic transcriptional regulator CodY		HMPREF9390_RS04400
S.sanguinisNZ_GL872311.1	1238426	1241011		SEC10/PgrA surface exclusion domain-containing protein		HMPREF9390_RS04395
S.sanguinisNZ_GL872311.1	1241333	1242547		pyridoxal phosphate-dependent aminotransferase		HMPREF9390_RS04390
S.sanguinisNZ_GL872311.1	1242892	1243344		universal stress protein		HMPREF9390_RS04385
S.sanguinisNZ_GL872311.1	1243377	1244780		Cof-type HAD-IIB family hydrolase		HMPREF9390_RS04380
S.sanguinisNZ_GL872311.1	1244949	1245911		asparaginase		HMPREF9390_RS04375
S.sanguinisNZ_GL872311.1	1246625	1248640		ATP-dependent DNA helicase RecG		HMPREF9390_RS04370
S.sanguinisNZ_GL872311.1	1248744	1249853		alanine racemase		HMPREF9390_RS04365
S.sanguinisNZ_GL872311.1	1249840	1250202		holo-ACP synthase		HMPREF9390_RS04360
S.sanguinisNZ_GL872311.1	1250314	1251345		3-deoxy-7-phosphoheptulonate synthase		HMPREF9390_RS04355
S.sanguinisNZ_GL872311.1	1251347	1252378		3-deoxy-7-phosphoheptulonate synthase		HMPREF9390_RS04350
S.sanguinisNZ_GL872311.1	1252399	1254918		preprotein translocase subunit SecA		HMPREF9390_RS04345
S.sanguinisNZ_GL872311.1	1255421	1255870		cupin domain-containing protein		HMPREF9390_RS04340
S.sanguinisNZ_GL872311.1	1255888	1256982		ethanolamine utilization protein EutH		HMPREF9390_RS04335
S.sanguinisNZ_GL872311.1	1256999	1257280		EutN/CcmL family microcompartment protein		HMPREF9390_RS04330
S.sanguinisNZ_GL872311.1	1257295	1257942		ethanolamine utilization protein		HMPREF9390_RS04325
S.sanguinisNZ_GL872311.1	1257974	1258600		ethanolamine utilization phosphate acetyltransferase EutD		HMPREF9390_RS04320
S.sanguinisNZ_GL872311.1	1258624	1259265		hypothetical protein		HMPREF9390_RS04315
S.sanguinisNZ_GL872311.1	1259462	1259737		propanediol utilization microcompartment protein PduA		HMPREF9390_RS04310
S.sanguinisNZ_GL872311.1	1259793	1260074		propanediol utilization microcompartment protein PduA		HMPREF9390_RS04305
S.sanguinisNZ_GL872311.1	1260109	1261587		acetaldehyde dehydrogenase (acetylating)		HMPREF9390_RS04300
S.sanguinisNZ_GL872311.1	1261594	1262157		BMC domain-containing protein		HMPREF9390_RS04295
S.sanguinisNZ_GL872311.1	1262173	1262826		ethanolamine utilization microcompartment protein EutL		HMPREF9390_RS04290
S.sanguinisNZ_GL872311.1	1262842	1263786		ethanolamine ammonia-lyase subunit EutC		HMPREF9390_RS04285
S.sanguinisNZ_GL872311.1	1263803	1265173		ethanolamine ammonia-lyase subunit EutB		HMPREF9390_RS04280
S.sanguinisNZ_GL872311.1	1265205	1266638		ethanolamine ammonia-lyase reactivating factor EutA		HMPREF9390_RS04275
S.sanguinisNZ_GL872311.1	1266752	1268188		PAS domain-containing sensor histidine kinase		HMPREF9390_RS04270
S.sanguinisNZ_GL872311.1	1268188	1268763		response regulator		HMPREF9390_RS04265
S.sanguinisNZ_GL872311.1	1268788	1269132		BMC domain-containing protein		HMPREF9390_RS04260
S.sanguinisNZ_GL872311.1	1269229	1270371		iron-containing alcohol dehydrogenase		HMPREF9390_RS04255
S.sanguinisNZ_GL872311.1	1271090	1271689		cob(I)yrinic acid a,c-diamide adenosyltransferase		HMPREF9390_RS04250
S.sanguinisNZ_GL872311.1	1271702	1272769		nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase		HMPREF9390_RS04245
S.sanguinisNZ_GL872311.1	1272771	1273637		kinase		HMPREF9390_RS04240
S.sanguinisNZ_GL872311.1	1273630	1274724		threonine-phosphate decarboxylase CobD		HMPREF9390_RS04235
S.sanguinisNZ_GL872311.1	1274788	1275222		EutP/PduV family microcompartment system protein		HMPREF9390_RS04230
S.sanguinisNZ_GL872311.1	1275262	1276578		phosphoserine phosphatase		HMPREF9390_RS04225
S.sanguinisNZ_GL872311.1	1276885	1277616		hypothetical protein		HMPREF9390_RS04220
S.sanguinisNZ_GL872311.1	1277641	1278432		hypothetical protein		HMPREF9390_RS04215
S.sanguinisNZ_GL872311.1	1278597	1279253		hypothetical protein		HMPREF9390_RS04210
S.sanguinisNZ_GL872311.1	1279429	1280085		hypothetical protein		HMPREF9390_RS04200
S.sanguinisNZ_GL872311.1	1280269	1281411		tRNA epoxyqueuosine(34) reductase QueG		HMPREF9390_RS04195
S.sanguinisNZ_GL872311.1	1281444	1282019		flavin reductase family protein		HMPREF9390_RS04190
S.sanguinisNZ_GL872311.1	1282072	1282782		ATP-binding cassette domain-containing protein		HMPREF9390_RS04185
S.sanguinisNZ_GL872311.1	1282769	1283560		ABC transporter ATP-binding protein		HMPREF9390_RS04180
S.sanguinisNZ_GL872311.1	1283548	1284354		ABC transporter permease		HMPREF9390_RS04175
S.sanguinisNZ_GL872311.1	1284347	1285288		ABC transporter permease		HMPREF9390_RS04170
S.sanguinisNZ_GL872311.1	1285380	1286987		nickel ABC transporter substrate-binding protein		HMPREF9390_RS04165
S.sanguinisNZ_GL872311.1	1287073	1287882		ABC transporter permease		HMPREF9390_RS04160
S.sanguinisNZ_GL872311.1	1287875	1288870		ABC transporter permease		HMPREF9390_RS04155
S.sanguinisNZ_GL872311.1	1288863	1289846		M14 family metallopeptidase		HMPREF9390_RS04150
S.sanguinisNZ_GL872311.1	1289836	1290606		dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein		HMPREF9390_RS04145
S.sanguinisNZ_GL872311.1	1290603	1291385		ABC transporter ATP-binding protein		HMPREF9390_RS04140
S.sanguinisNZ_GL872311.1	1291389	1292984		ABC transporter substrate-binding protein		HMPREF9390_RS04135
S.sanguinisNZ_GL872311.1	1293101	1294204		NADH-dependent flavin oxidoreductase		HMPREF9390_RS04130
S.sanguinisNZ_GL872311.1	1294259	1294831		histidine phosphatase family protein		HMPREF9390_RS04125
S.sanguinisNZ_GL872311.1	1294828	1295556		adenosylcobinamide-GDP ribazoletransferase		HMPREF9390_RS04120
S.sanguinisNZ_GL872311.1	1295553	1296137		bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase		HMPREF9390_RS04115
S.sanguinisNZ_GL872311.1	1296130	1297428		glutamate-1-semialdehyde 2,1-aminomutase		HMPREF9390_RS04110
S.sanguinisNZ_GL872311.1	1297472	1298443		porphobilinogen synthase		HMPREF9390_RS04105
S.sanguinisNZ_GL872311.1	1298430	1299155		uroporphyrinogen-III synthase		HMPREF9390_RS04100
S.sanguinisNZ_GL872311.1	1299140	1300060		hydroxymethylbilane synthase		HMPREF9390_RS04095
S.sanguinisNZ_GL872311.1	1300047	1301300		glutamyl-tRNA reductase		HMPREF9390_RS04090
S.sanguinisNZ_GL872311.1	1301316	1301747		siroheme synthase		HMPREF9390_RS04085
S.sanguinisNZ_GL872311.1	1301759	1302334		cob(I)yrinic acid a,c-diamide adenosyltransferase		HMPREF9390_RS04080
S.sanguinisNZ_GL872311.1	1302331	1303830		cobyric acid synthase		HMPREF9390_RS04075
S.sanguinisNZ_GL872311.1	1303815	1304630		ATP-binding cassette domain-containing protein		HMPREF9390_RS04070
S.sanguinisNZ_GL872311.1	1304693	1305367		cobalt ABC transporter permease		HMPREF9390_RS04065
S.sanguinisNZ_GL872311.1	1305484	1305789		energy-coupling factor ABC transporter substrate-binding protein		HMPREF9390_RS04060
S.sanguinisNZ_GL872311.1	1305786	1306520		energy-coupling factor ABC transporter permease		HMPREF9390_RS04055
S.sanguinisNZ_GL872311.1	1306590	1307291		cobalt-factor II C(20)-methyltransferase		HMPREF9390_RS04050
S.sanguinisNZ_GL872311.1	1307301	1308068		sirohydrochlorin cobaltochelatase		HMPREF9390_RS04045
S.sanguinisNZ_GL872311.1	1308082	1309521		uroporphyrinogen-III C-methyltransferase		HMPREF9390_RS04040
S.sanguinisNZ_GL872311.1	1309540	1310289		precorrin-6A reductase		HMPREF9390_RS04035
S.sanguinisNZ_GL872311.1	1310286	1311011		precorrin-3B C(17)-methyltransferase		HMPREF9390_RS04030
S.sanguinisNZ_GL872311.1	1311087	1312148		cobalt-precorrin 5A hydrolase		HMPREF9390_RS04025
S.sanguinisNZ_GL872311.1	1312138	1312911		cobalt-precorrin-4 methyltransferase		HMPREF9390_RS04020
S.sanguinisNZ_GL872311.1	1312911	1313480		decarboxylating cobalt-precorrin-6B (C(15))-methyltransferase		HMPREF9390_RS04015
S.sanguinisNZ_GL872311.1	1313452	1314084		cobalt-precorrin-7 (C(5))-methyltransferase		HMPREF9390_RS04010
S.sanguinisNZ_GL872311.1	1314075	1315202		cobalt-precorrin-5B (C(1))-methyltransferase CbiD		HMPREF9390_RS04005
S.sanguinisNZ_GL872311.1	1315202	1315906		cobalt-precorrin-8 methylmutase		HMPREF9390_RS04000
S.sanguinisNZ_GL872311.1	1315907	1316605		cobalt-precorrin-8 methylmutase		HMPREF9390_RS03995
S.sanguinisNZ_GL872311.1	1316615	1317565		adenosylcobinamide-phosphate synthase CbiB		HMPREF9390_RS03990
S.sanguinisNZ_GL872311.1	1317567	1318925		cobyrinate a,c-diamide synthase		HMPREF9390_RS03985
