Accession	Begin	End	Chromosome	Name	Transcript name	Locus tag
NZ_KQ968977.1	190242	191546		phosphopyruvate hydratase	WP_037617231.1
NZ_KQ968977.1	191738	192193		DUF1694 domain-containing protein	WP_062199431.1
NZ_KQ968977.1	192194	192532		hypothetical protein	WP_062199433.1
NZ_KQ968977.1	192529	193650		glycerate kinase	WP_062199435.1
NZ_KQ968977.1	193659	194306		phosphoserine phosphatase SerB	WP_062199437.1
NZ_KQ968977.1	194406	196130		septation ring formation regulator EzrA	WP_062199439.1
NZ_KQ968977.1	196217	198166		DNA topoisomerase (ATP-hydrolyzing) subunit B	WP_062199441.1
NZ_KQ968977.1	198168	198746		HAD-IA family hydrolase	WP_062199443.1
NZ_KQ968977.1	198870	199418		DJ-1/PfpI family protein	WP_062199445.1
NZ_KQ968977.1	199456	200688		FtsW/RodA/SpoVE family cell cycle protein	WP_062199447.1
NZ_KQ968977.1	200701	201675		YeiH family protein	WP_062199448.1
NZ_KQ968977.1	201791	204235		bifunctional DnaQ family exonuclease/ATP-dependent helicase	WP_062199450.1
NZ_KQ968977.1	204368	205000		MBL fold metallo-hydrolase	WP_062199452.1
NZ_KQ968977.1	205085	206011		permease-like cell division protein FtsX	WP_037617056.1
NZ_KQ968977.1	206004	206696		cell division ATP-binding protein FtsE	WP_037617054.1
NZ_KQ968977.1	206772	207867		peptide chain release factor 2	WP_148880275.1
NZ_KQ968977.1	208846	209139		PspC domain-containing protein	WP_062199455.1
NZ_KQ968977.1	209212	209670		SprT family protein	WP_062199456.1
NZ_KQ968977.1	209657	210147		S1 RNA-binding domain-containing protein	WP_156469047.1
NZ_KQ968977.1	210380	212011		Tex family protein	WP_062199457.1
NZ_KQ968977.1	212182	212319		SPJ_0845 family protein	WP_002894961.1
NZ_KQ968977.1	212316	213221		permease	WP_062199458.1
NZ_KQ968977.1	213218	214033		TIGR03943 family protein	WP_062199459.1
NZ_KQ968977.1	214242	215606		MFS transporter	WP_062199461.1
NZ_KQ968977.1	215729	217189		glucose-6-phosphate dehydrogenase	WP_062199462.1
NZ_KQ968977.1	217483	218037		DUF3267 domain-containing protein	WP_062199463.1
NZ_KQ968977.1	218067	218807		DUF3169 family protein	WP_062199464.1
NZ_KQ968977.1	218823	219176		PspC domain-containing protein	WP_062199483.1
NZ_KQ968977.1	219345	219551		helix-turn-helix transcriptional regulator	WP_062199485.1
NZ_KQ968977.1	219563	219883		hypothetical protein	WP_062199487.1
NZ_KQ968977.1	220032	221171		acetylornithine transaminase	WP_062199489.1
NZ_KQ968977.1	221174	221911		acetylglutamate kinase	WP_062199491.1
NZ_KQ968977.1	221923	223116		bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	WP_062199492.1
NZ_KQ968977.1	223134	224156		N-acetyl-gamma-glutamyl-phosphate reductase	WP_062199494.1
NZ_KQ968977.1	224324	226942		alanine--tRNA ligase	WP_062199495.1
NZ_KQ968977.1	226981	227562		LURP-one-related family protein	WP_197460077.1
NZ_KQ968977.1	227703	228701		peptidylprolyl isomerase PrsA	WP_062199496.1
NZ_KQ968977.1	228818	229501		O-methyltransferase	WP_062199498.1
NZ_KQ968977.1	229503	231305		oligoendopeptidase F	WP_062199500.1
NZ_KQ968977.1	233459	234466		tryptophan ABC transporter substrate-binding protein	WP_062199503.1
NZ_KQ968977.1	235000	236649		NFACT RNA binding domain-containing protein	WP_062199507.1
NZ_KQ968977.1	236971	237813		DUF368 domain-containing protein	WP_062199509.1
NZ_KQ968977.1	237842	238288		aminoacyl-tRNA deacylase	WP_062199511.1
NZ_KQ968977.1	238376	239017		histidine phosphatase family protein	WP_062199516.1
NZ_KQ968977.1	239112	240602		lysine--tRNA ligase	WP_062199518.1
NZ_KQ968977.1	241760	243016		ABC transporter permease	WP_062199520.1
NZ_KQ968977.1	243016	243714		ABC transporter ATP-binding protein	WP_062199522.1
NZ_KQ968977.1	243698	244852		efflux RND transporter periplasmic adaptor subunit	WP_062199524.1
NZ_KQ968977.1	245064	246413		glutathione-disulfide reductase	WP_062199526.1
NZ_KQ968977.1	246934	248076		5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	WP_062199528.1
NZ_KQ968977.1	248519	249064		biotin transporter BioY	WP_062199530.1
NZ_KQ968977.1	249074	249289		YdbC family protein	WP_005590703.1
NZ_KQ968977.1	249718	249981		hypothetical protein	WP_062199531.1
NZ_KQ968977.1	250128	251414		U32 family peptidase	WP_062199533.1
NZ_KQ968977.1	251574	252503		U32 family peptidase	WP_062199535.1
NZ_KQ968977.1	252633	252932		DUF3270 family protein	WP_062199537.1
NZ_KQ968977.1	252988	253797		C39 family peptidase	WP_062199538.1
NZ_KQ968977.1	253876	254325		YtxH domain-containing protein	WP_037616835.1
NZ_KQ968977.1	254341	254736		DUF948 domain-containing protein	WP_062199539.1
NZ_KQ968977.1	254749	255528		prolipoprotein diacylglyceryl transferase	WP_062199540.1
NZ_KQ968977.1	255521	256456		HPr(Ser) kinase/phosphatase	WP_037616842.1
NZ_KQ968977.1	256882	257673		DUF2785 domain-containing protein	WP_062199542.1
NZ_KQ968977.1	257762	260458		cation-translocating P-type ATPase	WP_062199543.1
NZ_KQ968977.1	260650	261054		DUF1934 domain-containing protein	WP_062199545.1
NZ_KQ968977.1	261173	262474		HD domain-containing protein	WP_062199547.1
NZ_KQ968977.1	262476	263285		sugar-phosphatase	WP_062199549.1
NZ_KQ968977.1	263285	264499		aminoacyltransferase	WP_062199552.1
NZ_KQ968977.1	264514	265749		aminoacyltransferase	WP_062199554.1
NZ_KQ968977.1	265870	267222		phosphoglucosamine mutase	WP_062199555.1
NZ_KQ968977.1	267252	267587		CdaR family protein	WP_269450145.1
NZ_KQ968977.1	267795	268223		CdaR family protein	WP_269450146.1
NZ_KQ968977.1	268210	269067		diadenylate cyclase CdaA	WP_062199557.1
NZ_KQ968977.1	269174	270517		Mur ligase family protein	WP_062199559.1
NZ_KQ968977.1	270517	271302		type 1 glutamine amidotransferase	WP_062199561.1
NZ_KQ968977.1	271320	271577		LapA family protein	WP_062199563.1
NZ_KQ968977.1	271596	272795		MFS transporter	WP_197460078.1
NZ_KQ968977.1	272856	273719		XRE/MutR family transcriptional regulator	WP_062199567.1
NZ_KQ968977.1	274260	276155		ABC-F family ATP-binding cassette domain-containing protein	WP_062199569.1
NZ_KQ968977.1	276394	277800		6-phospho-beta-galactosidase	WP_062199571.1
NZ_KQ968977.1	277883	279595		lactose-specific PTS transporter subunit EIIC	WP_062199574.1
NZ_KQ968977.1	279595	279912		PTS lactose/cellobiose transporter subunit IIA	WP_037616882.1
NZ_KQ968977.1	279938	280771		PRD domain-containing protein	WP_062199576.1
NZ_KQ968977.1	281101	281904		tagatose-bisphosphate aldolase	WP_231853880.1
NZ_KQ968977.1	282128	283057		tagatose-6-phosphate kinase	WP_062199578.1
NZ_KQ968977.1	283070	283585		galactose-6-phosphate isomerase subunit LacB	WP_062199580.1
NZ_KQ968977.1	283602	284027		galactose-6-phosphate isomerase subunit LacA	WP_062199582.1
NZ_KQ968977.1	284215	284970		DeoR/GlpR family DNA-binding transcription regulator	WP_062199584.1
NZ_KQ968977.1	285131	285496		hypothetical protein	WP_062199586.1
NZ_KQ968977.1	285501	286217		matrixin family metalloprotease	WP_062199588.1
NZ_KQ968977.1	286360	287217		DNA/RNA non-specific endonuclease	WP_062199590.1
NZ_KQ968977.1	287349	287537		DNA-directed RNA polymerase subunit beta	WP_037616288.1
NZ_KQ968977.1	287530	288810		UDP-N-acetylglucosamine 1-carboxyvinyltransferase	WP_062199592.1
NZ_KQ968977.1	288879	289109		DUF1146 family protein	WP_062199880.1
NZ_KQ968977.1	289201	289623		F0F1 ATP synthase subunit epsilon	WP_148881415.1
NZ_KQ968977.1	289631	291037		F0F1 ATP synthase subunit beta	WP_005589740.1
NZ_KQ968977.1	291075	291953		F0F1 ATP synthase subunit gamma	WP_062199594.1
NZ_KQ968977.1	291969	293474		F0F1 ATP synthase subunit alpha	WP_062199596.1
NZ_KQ968977.1	293490	294026		F0F1 ATP synthase subunit delta	WP_062199598.1
NZ_KQ968977.1	294026	294520		F0F1 ATP synthase subunit B	WP_062199600.1
NZ_KQ968977.1	294543	295256		F0F1 ATP synthase subunit A	WP_062199602.1
NZ_KQ968977.1	295435	295635		F0F1 ATP synthase subunit C	WP_005589732.1
NZ_KQ968977.1	296247	297623		HAMP domain-containing sensor histidine kinase	WP_062199604.1
NZ_KQ968977.1	297620	298276		response regulator transcription factor	WP_037616309.1
NZ_KQ968977.1	298298	299515		ABC transporter permease	WP_062199607.1
NZ_KQ968977.1	299527	300201		ABC transporter ATP-binding protein	WP_062004917.1
NZ_KQ968977.1	300188	301453		efflux RND transporter periplasmic adaptor subunit	WP_062199609.1
NZ_KQ968977.1	301482	301748		hypothetical protein	WP_062199611.1
NZ_KQ968977.1	301990	303000		lactonase family protein	WP_062199613.1
NZ_KQ968977.1	303268	304458		methionine adenosyltransferase	WP_062199615.1
NZ_KQ968977.1	304802	305416		tetratricopeptide repeat protein	WP_062199617.1
NZ_KQ968977.1	305450	305917		cytidine/deoxycytidylate deaminase family protein	WP_062199619.1
NZ_KQ968977.1	307132	307491		50S ribosomal protein L20	WP_000124834.1
NZ_KQ968977.1	307538	307738		50S ribosomal protein L35	WP_015604488.1
NZ_KQ968977.1	307772	308302		translation initiation factor IF-3	WP_037616322.1
NZ_KQ968977.1	308476	309153		(d)CMP kinase	WP_062199621.1
NZ_KQ968977.1	309163	309618		LysM domain-containing protein	WP_062199622.1
NZ_KQ968977.1	309658	309861		ferredoxin	WP_062199624.1
NZ_KQ968977.1	309858	310346		EbsA family protein	WP_062199631.1
NZ_KQ968977.1	310417	312885		alkaline phosphatase family protein	WP_062199634.1
NZ_KQ968977.1	312906	314555		lipopolysaccharide biosynthesis protein	WP_062199636.1
NZ_KQ968977.1	314573	315781		ABC transporter ATP-binding protein	WP_062199638.1
NZ_KQ968977.1	315781	316590		ABC transporter permease	WP_015604480.1
NZ_KQ968977.1	316668	317575		glycosyltransferase family 2 protein	WP_062199640.1
NZ_KQ968977.1	317572	318720		glycosyltransferase family 1 protein	WP_062199642.1
NZ_KQ968977.1	318879	320135		glycosyltransferase family 4 protein	WP_062199644.1
NZ_KQ968977.1	320145	321446		DUF2142 domain-containing protein	WP_062199882.1
NZ_KQ968977.1	321433	324366		glycosyltransferase	WP_062199646.1
NZ_KQ968977.1	324391	325170		glycosyltransferase family 2 protein	WP_062199648.1
NZ_KQ968977.1	325160	325519		DUF2304 domain-containing protein	WP_037616351.1
NZ_KQ968977.1	325519	326235		glycosyltransferase family 2 protein	WP_062199650.1
NZ_KQ968977.1	326232	327203		glycosyltransferase	WP_062199651.1
NZ_KQ968977.1	327230	328177		glycosyltransferase family 2 protein	WP_062199653.1
NZ_KQ968977.1	328185	329459		lipopolysaccharide biosynthesis protein	WP_082757343.1
NZ_KQ968977.1	329531	330385		dTDP-4-dehydrorhamnose reductase	WP_062199657.1
NZ_KQ968977.1	330458	331384		glycosyltransferase family 2 protein	WP_062199659.1
NZ_KQ968977.1	331483	332763		O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase	WP_062199661.1
NZ_KQ968977.1	332862	333260		NUDIX domain-containing protein	WP_062199663.1
NZ_KQ968977.1	333257	335545		DNA helicase PcrA	WP_062199666.1
NZ_KQ968977.1	335693	336883		cation diffusion facilitator family transporter	WP_062199668.1
NZ_KQ968977.1	337235	337792		signal peptidase I	WP_062199670.1
NZ_KQ968977.1	337941	339890		threonine--tRNA ligase	WP_062199672.1
NZ_KQ968977.1	339919	340527		AAA family ATPase	WP_197460079.1
NZ_KQ968977.1	340794	341159		hypothetical protein	WP_062199674.1
NZ_KQ968977.1	341196	342509		glycosyltransferase family 4 protein	WP_062199676.1
NZ_KQ968977.1	342511	343509		glycosyltransferase	WP_062199678.1
NZ_KQ968977.1	343792	344796		catabolite control protein A	WP_062199680.1
NZ_KQ968977.1	344958	346040		Xaa-Pro peptidase family protein	WP_062199682.1
NZ_KQ968977.1	346958	347455		hypothetical protein	WP_062199686.1
NZ_KQ968977.1	347741	348193		Rrf2 family transcriptional regulator	WP_062199688.1
NZ_KQ968977.1	348537	349871		SPFH domain-containing protein	WP_062199691.1
NZ_KQ968977.1	349921	351006		hypothetical protein	WP_062199693.1
NZ_KQ968977.1	351023	352204		TPM domain-containing protein	WP_062199695.1
NZ_KQ968977.1	353386	354228		metallophosphoesterase family protein	WP_062199697.1
NZ_KQ968977.1	354865	358230		FtsX-like permease family protein	WP_062199699.1
NZ_KQ968977.1	358243	358750		ABC transporter ATP-binding protein	WP_082757340.1
NZ_KQ968977.1	359181	359367		ATP-binding cassette domain-containing protein	WP_156469050.1
NZ_KQ968977.1	359517	360071		TetR/AcrR family transcriptional regulator	WP_062199701.1
NZ_KQ968977.1	360200	362254		C69 family dipeptidase	WP_062199703.1
NZ_KQ968977.1	363863	365575		C69 family dipeptidase	WP_062199705.1
NZ_KQ968977.1	365899	366762		SAM-dependent methyltransferase TehB	WP_062199707.1
NZ_KQ968977.1	367075	367776		hypothetical protein	WP_062199709.1
NZ_KQ968977.1	368232	369068		alpha/beta hydrolase	WP_062199711.1
NZ_KQ968977.1	369083	370084		NADP-dependent oxidoreductase	WP_062199713.1
NZ_KQ968977.1	370166	370597		Rrf2 family transcriptional regulator	WP_062199715.1
NZ_KQ968977.1	370773	371240		SsrA-binding protein SmpB	WP_062199717.1
NZ_KQ968977.1	371203	373551		ribonuclease R	WP_062199718.1
NZ_KQ968977.1	373641	373874		preprotein translocase subunit SecG	WP_037618407.1
NZ_KQ968977.1	373916	374065		50S ribosomal protein L33	WP_062199720.1
NZ_KQ968977.1	374065	375174		MFS transporter	WP_062199723.1
NZ_KQ968977.1	375272	375865		dephospho-CoA kinase	WP_062199724.1
NZ_KQ968977.1	375871	376695		DNA-formamidopyrimidine glycosylase	WP_062199727.1
NZ_KQ968977.1	376708	377226		restriction endonuclease subunit S	WP_062199729.1
NZ_KQ968977.1	377219	378415		restriction endonuclease subunit S	WP_062199731.1
NZ_KQ968977.1	378403	378831		hypothetical protein	WP_231853881.1
NZ_KQ968977.1	378845	380368		N-6 DNA methylase	WP_231853882.1
NZ_KQ968977.1	380598	381497		GTPase Era	WP_062199733.1
NZ_KQ968977.1	381564	381968		diacylglycerol kinase family protein	WP_062199735.1
NZ_KQ968977.1	381949	382446		rRNA maturation RNase YbeY	WP_015605451.1
NZ_KQ968977.1	382885	383454		GNAT family N-acetyltransferase	WP_062199737.1
NZ_KQ968977.1	383637	384749		alanine dehydrogenase	WP_062199739.1
NZ_KQ968977.1	384794	385789		PhoH family protein	WP_062199741.1
NZ_KQ968977.1	385881	386096		YozE family protein	WP_037618377.1
NZ_KQ968977.1	386157	387011		RNA-binding virulence regulatory protein CvfB	WP_062199743.1
NZ_KQ968977.1	387109	387666		ribosome recycling factor	WP_062199745.1
NZ_KQ968977.1	387685	388410		UMP kinase	WP_037618371.1
NZ_KQ968977.1	388547	389200		DUF1803 domain-containing protein	WP_062199747.1
NZ_KQ968977.1	389193	389705		YiiX/YebB-like N1pC/P60 family cysteine hydrolase	WP_062199750.1
NZ_KQ968977.1	389802	390737		manganese-dependent inorganic pyrophosphatase	WP_062199752.1
NZ_KQ968977.1	390754	391056		transposon-encoded TnpW family protein	WP_082757342.1
NZ_KQ968977.1	391141	391560		nuclear transport factor 2 family protein	WP_062199754.1
NZ_KQ968977.1	391587	392030		GNAT family N-acetyltransferase	WP_197460081.1
NZ_KQ968977.1	392663	393279		radical SAM protein	WP_062199758.1
NZ_KQ968977.1	394813	396438		alpha,alpha-phosphotrehalase	WP_062199760.1
NZ_KQ968977.1	396501	398468		PTS system trehalose-specific EIIBC component	WP_062199762.1
NZ_KQ968977.1	398654	399367		trehalose operon repressor	WP_062199764.1
NZ_KQ968977.1	399822	401033		NADP-dependent isocitrate dehydrogenase	WP_062199766.1
NZ_KQ968977.1	401020	402138		citrate synthase	WP_062199768.1
NZ_KQ968977.1	402141	404804		aconitate hydratase AcnA	WP_062199770.1
NZ_KQ968977.1	406236	407741		pyruvate kinase	WP_062199772.1
NZ_KQ968977.1	408031	408949		6-phosphofructokinase	WP_062199774.1
NZ_KQ968977.1	409034	412144		DNA polymerase III subunit alpha	WP_062199776.1
NZ_KQ968977.1	412324	413031		ABC transporter ATP-binding protein	WP_062199778.1
NZ_KQ968977.1	413048	413860		hypothetical protein	WP_062199780.1
NZ_KQ968977.1	413913	415142		hypothetical protein	WP_062199782.1
NZ_KQ968977.1	415135	416304		AI-2E family transporter	WP_062199784.1
NZ_KQ968977.1	416478	418874		glycogen/starch/alpha-glucan phosphorylase	WP_062199786.1
NZ_KQ968977.1	419027	420457		glycogen synthase GlgA	WP_062199788.1
NZ_KQ968977.1	420454	421593		glucose-1-phosphate adenylyltransferase subunit GlgD	WP_062199790.1
NZ_KQ968977.1	421583	422725		glucose-1-phosphate adenylyltransferase	WP_062199793.1
NZ_KQ968977.1	422729	424642		1,4-alpha-glucan branching protein GlgB	WP_062199795.1
NZ_KQ968977.1	425059	426393		ISLre2 family transposase	WP_062199797.1
NZ_KQ968977.1	426531	426866		hypothetical protein	WP_062199798.1
NZ_KQ968977.1	426863	427258		replication initiator protein A	WP_017650616.1
NZ_KQ968977.1	427270	427548		hypothetical protein	WP_017646921.1
NZ_KQ968977.1	427548	428366		AAA family ATPase	WP_062199801.1
NZ_KQ968977.1	428510	429097		hypothetical protein	WP_062199803.1
NZ_KQ968977.1	429115	430443		CHAP domain-containing protein	WP_062199805.1
NZ_KQ968977.1	430457	430717		hypothetical protein	WP_017646918.1
NZ_KQ968977.1	430731	432680		virulence factor	WP_062199807.1
NZ_KQ968977.1	432690	433334		hypothetical protein	WP_000985696.1
NZ_KQ968977.1	433334	433639		DUF5592 family protein	WP_000343796.1
NZ_KQ968977.1	433782	434066		BRCT domain-containing protein	WP_062199809.1
NZ_KQ968977.1	434072	436150		hypothetical protein	WP_062199810.1
NZ_KQ968977.1	436268	436747		hypothetical protein	WP_062199813.1
NZ_KQ968977.1	436848	439208		type IV secretory system conjugative DNA transfer family protein	WP_062199814.1
NZ_KQ968977.1	440358	440615		hypothetical protein	WP_025195446.1
NZ_KQ968977.1	440942	441421		single-stranded DNA-binding protein	WP_017646913.1
NZ_KQ968977.1	441441	442110		LPXTG cell wall anchor domain-containing protein	WP_156469051.1
NZ_KQ968977.1	443296	444039		LPXTG cell wall anchor domain-containing protein	WP_062199818.1
NZ_KQ968977.1	444057	445130		hypothetical protein	WP_017646910.1
NZ_KQ968977.1	445141	445488		TrbC/VirB2 family protein	WP_017646909.1
NZ_KQ968977.1	445579	447411		ATP-dependent Clp protease ATP-binding subunit	WP_062199820.1
NZ_KQ968977.1	447413	449161		DNA topoisomerase	WP_062199822.1
NZ_KQ968977.1	449334	450496		ImmA/IrrE family metallo-endopeptidase	WP_156469052.1
NZ_KQ968977.1	450621	453720		PBECR4 domain-containing protein	WP_231853883.1
NZ_KQ968977.1	453743	455556		toprim domain-containing protein	WP_231853884.1
NZ_KQ968977.1	455575	455832		hypothetical protein	WP_062199823.1
NZ_KQ968977.1	455962	458328		relaxase MobL	WP_062199825.1
NZ_KQ968977.1	458349	458909		hypothetical protein	WP_062199827.1
NZ_KQ968977.1	458920	459375		hypothetical protein	WP_017646902.1
NZ_KQ968977.1	459386	460177		DNA/RNA non-specific endonuclease	WP_062199829.1
NZ_KQ968977.1	460177	460524		hypothetical protein	WP_062199831.1
NZ_KQ968977.1	460517	460849		hypothetical protein	WP_062199834.1
NZ_KQ968977.1	461258	461527		hypothetical protein	WP_001074439.1
NZ_KQ968977.1	461635	462477		hypothetical protein	WP_062199836.1
NZ_KQ968977.1	462493	463497		hypothetical protein	WP_017650554.1
NZ_KQ968977.1	463517	464044		hypothetical protein	WP_062199839.1
NZ_KQ968977.1	464291	464737		hypothetical protein	WP_017650557.1
NZ_KQ968977.1	464737	465147		hypothetical protein	WP_062199841.1
NZ_KQ968977.1	465131	465313		hypothetical protein	WP_017650559.1
NZ_KQ968977.1	465327	465530		hypothetical protein	WP_017650560.1
NZ_KQ968977.1	465539	465700		hypothetical protein	WP_171842251.1
NZ_KQ968977.1	465820	467313		primase C-terminal domain-containing protein	WP_062199843.1
NZ_KQ968977.1	467300	467986		DUF2786 domain-containing protein	WP_062199844.1
NZ_KQ968977.1	467988	468167		hypothetical protein	WP_000191216.1
NZ_KQ968977.1	468179	468673		hypothetical protein	WP_000620668.1
NZ_KQ968977.1	468710	468898		hypothetical protein	WP_017646885.1
NZ_KQ968977.1	470851	472584		phosphoenolpyruvate--protein phosphotransferase	WP_062199846.1
NZ_KQ968977.1	472586	472849		phosphocarrier protein HPr	WP_037614534.1
NZ_KQ968977.1	473336	473554		glutaredoxin-like protein NrdH	WP_015604561.1
NZ_KQ968977.1	473649	475808		class 1b ribonucleoside-diphosphate reductase subunit alpha	WP_062199847.1
NZ_KQ968977.1	475947	476906		class 1b ribonucleoside-diphosphate reductase subunit beta	WP_062199849.1
NZ_KQ968977.1	477079	478632		signal recognition particle-docking protein FtsY	WP_062199851.1
NZ_KQ968977.1	478636	479454		Cof-type HAD-IIB family hydrolase	WP_062199853.1
NZ_KQ968977.1	479454	480248		HAD family hydrolase	WP_062199855.1
NZ_KQ968977.1	480250	483786		chromosome segregation protein SMC	WP_062199857.1
NZ_KQ968977.1	483786	484475		ribonuclease III	WP_062199859.1
NZ_KQ968977.1	484621	484980		YbaN family protein	WP_062199861.1
NZ_KQ968977.1	485166	485966		MBL fold metallo-hydrolase	WP_062199863.1
NZ_KQ968977.1	485959	487323		cell wall metabolism sensor histidine kinase VicK	WP_062199865.1
NZ_KQ968977.1	487316	488017		response regulator YycF	WP_037614514.1
NZ_KQ968977.1	488286	488696		hypothetical protein	WP_062199867.1
NZ_KQ968978.1	93	470		DUF1033 family protein	WP_062199884.1
NZ_KQ968978.1	545	1486		competence type IV pilus ATPase ComGA	WP_062199886.1
NZ_KQ968978.1	1434	2450		competence type IV pilus assembly protein ComGB	WP_062199888.1
NZ_KQ968978.1	2447	2764		competence type IV pilus major pilin ComGC	WP_062199890.1
NZ_KQ968978.1	2724	3158		competence type IV pilus minor pilin ComGD	WP_062199893.1
NZ_KQ968978.1	3124	3417		competence type IV pilus minor pilin ComGE	WP_187423908.1
NZ_KQ968978.1	3401	3838		competence type IV pilus minor pilin ComGF	WP_062199897.1
NZ_KQ968978.1	3819	4199		competence type IV pilus minor pilin ComGG	WP_062199899.1
NZ_KQ968978.1	4280	5233		class I SAM-dependent methyltransferase	WP_062199901.1
NZ_KQ968978.1	5282	6475		acetate kinase	WP_062199903.1
NZ_KQ968978.1	6658	7329		type II CAAX endopeptidase family protein	WP_062199904.1
NZ_KQ968978.1	7482	8120		hypothetical protein	WP_062199906.1
NZ_KQ968978.1	8297	9250		dihydropteroate synthase	WP_062199908.1
NZ_KQ968978.1	9253	10596		bifunctional folylpolyglutamate synthase/dihydrofolate synthase	WP_062199910.1
NZ_KQ968978.1	10577	11131		GTP cyclohydrolase I FolE	WP_062199911.1
NZ_KQ968978.1	11159	11971		2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	WP_062199914.1
NZ_KQ968978.1	12065	12772		ATP-binding cassette domain-containing protein	WP_062199916.1
NZ_KQ968978.1	12774	13562		ABC transporter permease	WP_062199918.1
NZ_KQ968978.1	13562	14284		lantibiotic ABC transporter permease	WP_062199920.1
NZ_KQ968978.1	14297	14995		response regulator transcription factor	WP_062199923.1
NZ_KQ968978.1	14962	15999		HAMP domain-containing sensor histidine kinase	WP_062199925.1
NZ_KQ968978.1	16148	16351		helix-turn-helix transcriptional regulator	WP_062199927.1
NZ_KQ968978.1	16348	16512		hypothetical protein	WP_124765806.1
NZ_KQ968978.1	16522	16956		hypothetical protein	WP_062199929.1
NZ_KQ968978.1	17152	17919		epoxyqueuosine reductase QueH	WP_037617351.1
NZ_KQ968978.1	18590	18793		helix-turn-helix transcriptional regulator	WP_062199932.1
NZ_KQ968978.1	18976	19299		plasmid maintenance system killer protein	WP_062199934.1
NZ_KQ968978.1	19312	19629		transcriptional regulator	WP_062200573.1
NZ_KQ968978.1	19661	20002		type II toxin-antitoxin system RelB/DinJ family antitoxin	WP_062199936.1
NZ_KQ968978.1	19983	20276		type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family	WP_231853888.1
NZ_KQ968978.1	20306	20683		hypothetical protein	WP_062199938.1
NZ_KQ968978.1	20932	21807		ImmA/IrrE family metallo-endopeptidase	WP_062199940.1
NZ_KQ968978.1	21804	22151		helix-turn-helix transcriptional regulator	WP_062199942.1
NZ_KQ968978.1	23236	23658		helix-turn-helix transcriptional regulator	WP_082757347.1
NZ_KQ968978.1	23658	23957		hypothetical protein	WP_062199944.1
NZ_KQ968978.1	24090	24422		hypothetical protein	WP_156469053.1
NZ_KQ968978.1	24592	24888		hypothetical protein	WP_062199948.1
NZ_KQ968978.1	24907	25380		hypothetical protein	WP_062199950.1
NZ_KQ968978.1	25401	27131		DUF853 family protein	WP_062199952.1
NZ_KQ968978.1	27404	28678		replication initiation factor domain-containing protein	WP_062199954.1
NZ_KQ968978.1	28679	29062		hypothetical protein	WP_062199957.1
NZ_KQ968978.1	29225	29449		hypothetical protein	WP_231853889.1
NZ_KQ968978.1	29506	29874		hypothetical protein	WP_062199959.1
NZ_KQ968978.1	31076	31306		hypothetical protein	WP_062199961.1
NZ_KQ968978.1	31467	31685		hypothetical protein	WP_062199963.1
NZ_KQ968978.1	31696	31836		hypothetical protein	WP_156469054.1
NZ_KQ968978.1	31854	32096		hypothetical protein	WP_062199965.1
NZ_KQ968978.1	32166	32645		hypothetical protein	WP_062199967.1
NZ_KQ968978.1	32705	33640		conjugal transfer protein	WP_062199969.1
NZ_KQ968978.1	33660	33884		TcpD family membrane protein	WP_062199972.1
NZ_KQ968978.1	33887	34282		TcpE family conjugal transfer membrane protein	WP_062199974.1
NZ_KQ968978.1	34279	36777		ATP-binding protein	WP_231853890.1
NZ_KQ968978.1	36826	38871		hypothetical protein	WP_062199976.1
NZ_KQ968978.1	38875	39957		phage tail tip lysozyme	WP_062199978.1
NZ_KQ968978.1	39978	40709		LPXTG cell wall anchor domain-containing protein	WP_062199980.1
NZ_KQ968978.1	42017	42698		LPXTG cell wall anchor domain-containing protein	WP_156469064.1
NZ_KQ968978.1	42912	43100		DUF3173 family protein	WP_062199985.1
NZ_KQ968978.1	43100	44236		site-specific integrase	WP_062199987.1
NZ_KQ968978.1	44658	45926		replication-associated recombination protein A	WP_062199989.1
NZ_KQ968978.1	46014	46484		DUF3013 family protein	WP_062199991.1
NZ_KQ968978.1	46494	46943		NUDIX hydrolase	WP_062199993.1
NZ_KQ968978.1	46956	48398		hypothetical protein	WP_062199994.1
NZ_KQ968978.1	48406	49359		50S ribosomal protein L11 methyltransferase	WP_062199997.1
NZ_KQ968978.1	49360	50112		16S rRNA (uracil(1498)-N(3))-methyltransferase	WP_062199999.1
NZ_KQ968978.1	50159	52564		bifunctional 2',3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase	WP_062200001.1
NZ_KQ968978.1	52941	53619		hypothetical protein	WP_231853891.1
NZ_KQ968978.1	53609	53773		hypothetical protein	WP_156469055.1
NZ_KQ968978.1	53897	54598		hypothetical protein	WP_062200005.1
NZ_KQ968978.1	54543	55856		DUF2974 domain-containing protein	WP_231853892.1
NZ_KQ968978.1	55844	56254		hypothetical protein	WP_062200009.1
NZ_KQ968978.1	56251	56568		hypothetical protein	WP_062200011.1
NZ_KQ968978.1	57053	57794		HD domain-containing protein	WP_156469065.1
NZ_KQ968978.1	58307	59770		TGS domain-containing protein	WP_062200013.1
